----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 12:25:44| 95   5   0   0   0|  53G 7921M  108M 2170M|   0   108k| 34   0   0|29.1 29.4 28.6|gnark-cli     73|gnark-cli    21506
17-10 12:25:45| 99   1   0   0   0|  53G 7922M  108M 2170M|   0     0 | 33   0   0|29.1 29.4 28.6|gnark-cli     55|gnark-cli    21506
17-10 12:25:46| 97   2   0   0   0|  53G 7941M  108M 2170M|   0    40k| 33   0   0|29.1 29.4 28.6|gnark-cli     54|gnark-cli    21508
17-10 12:25:47| 96   3   0   0   0|  53G 7915M  108M 2170M|   0     0 | 34   0   0|29.4 29.5 28.6|gnark-cli     51|gnark-cli    21508
17-10 12:25:48| 97   3   0   0   0|  53G 7918M  108M 2170M|   0     0 | 33   0   0|29.4 29.5 28.6|gnark-cli     50|gnark-cli    21508
17-10 12:25:49| 98   2   0   0   0|  53G 7922M  108M 2170M|   0   100k| 34   0   0|29.4 29.5 28.6|gnark-cli     52|gnark-cli    21508
17-10 12:25:50| 98   2   0   0   0|  53G 7914M  108M 2170M|   0     0 | 33   0   0|29.4 29.5 28.6|gnark-cli     51|gnark-cli    21508
17-10 12:25:51| 97   3   0   0   0|  53G 7907M  108M 2170M|4087B   20k| 33   0   0|29.4 29.5 28.6|gnark-cli     53|gnark-cli    21508
17-10 12:25:52| 88  12   0   0   0|  53G 7921M  108M 2170M|   0     0 | 33   0   0|29.6 29.5 28.6|gnark-cli     53|gnark-cli    21508
17-10 12:25:53| 86  15   0   0   0|  53G 7884M  108M 2170M|   0     0 | 33   0   0|29.6 29.5 28.6|gnark-cli     51|gnark-cli    21508
17-10 12:25:54| 91   8   0   0   0|  53G 7891M  108M 2170M|   0     0 | 33   0   0|29.6 29.5 28.6|gnark-cli     51|gnark-cli    21508
17-10 12:25:55| 98   2   0   0   0|  53G 7898M  108M 2170M|   0    60k| 33   0   0|29.6 29.5 28.6|gnark-cli     51|gnark-cli    21508
17-10 12:25:56| 99   1   0   0   0|  53G 7884M  108M 2170M|   0     0 | 33   0   0|29.6 29.5 28.6|gnark-cli     50|gnark-cli    21508
17-10 12:25:57| 98   2   0   0   0|  53G 7890M  108M 2170M|   0     0 | 33   0   0|29.8 29.6 28.7|gnark-cli     51|gnark-cli    21508
17-10 12:25:58| 98   2   0   0   0|  53G 7887M  108M 2170M|   0     0 | 34   0 2.0|29.8 29.6 28.7|gnark-cli     51|gnark-cli    21508
17-10 12:25:59| 98   2   0   0   0|  53G 7887M  108M 2170M|   0     0 | 33   0   0|29.8 29.6 28.7|gnark-cli     50|gnark-cli    21508
17-10 12:26:00| 96   4   0   0   0|  53G 7887M  108M 2170M|   0    56k| 33   0   0|29.8 29.6 28.7|gnark-cli     49|gnark-cli    21508
17-10 12:26:01| 97   3   0   0   0|  53G 7892M  108M 2170M|   0  4097B| 33   0   0|29.8 29.6 28.7|gnark-cli     52|gnark-cli    21508
17-10 12:26:02| 98   1   0   0   0|  53G 7888M  108M 2170M|   0     0 | 33   0   0|30.0 29.6 28.7|gnark-cli     51|gnark-cli    21508
17-10 12:26:03| 98   2   0   0   0|  53G 7905M  108M 2170M|   0  4108B| 33   0   0|30.0 29.6 28.7|gnark-cli     52|gnark-cli    21508
17-10 12:26:04| 99   1   0   0   0|  53G 7907M  108M 2170M|   0     0 | 33   0   0|30.0 29.6 28.7|gnark-cli     52|gnark-cli    21508
17-10 12:26:05| 98   2   0   0   0|  53G 7902M  108M 2170M|   0    44k| 33   0   0|30.0 29.6 28.7|gnark-cli     53|gnark-cli    21508
17-10 12:26:06| 92   8   0   0   0|  53G 7926M  108M 2170M|   0     0 | 33   0   0|30.0 29.6 28.7|gnark-cli     53|gnark-cli    21508
17-10 12:26:07| 94   5   0   0   0|  53G 7900M  108M 2170M|   0  4075B| 33   0   0|30.2 29.6 28.7|gnark-cli     57|gnark-cli    21508
17-10 12:26:08| 99   1   0   0   0|  53G 7884M  108M 2170M|   0     0 | 33   0   0|30.2 29.6 28.7|gnark-cli     54|gnark-cli    21508
17-10 12:26:09| 99   1   0   0   0|  53G 7885M  108M 2170M|   0    52k| 33   0   0|30.2 29.6 28.7|gnark-cli     52|gnark-cli    21508
17-10 12:26:10| 97   2   0   0   0|  53G 7883M  108M 2170M|4093B   36k| 33   0   0|30.2 29.6 28.7|gnark-cli     53|gnark-cli    21508
17-10 12:26:11| 95   5   0   0   0|  53G 7903M  108M 2170M|   0    36k| 33   0   0|30.2 29.6 28.7|gnark-cli     52|gnark-cli    21508
17-10 12:26:12| 98   2   0   0   0|  53G 7903M  108M 2170M|   0     0 | 33   0   0|30.3 29.7 28.7|gnark-cli     51|gnark-cli    21508
17-10 12:26:13| 97   3   0   0   0|  53G 7916M  108M 2170M|   0  4069B| 34   0   0|30.3 29.7 28.7|gnark-cli     51|gnark-cli    21508
17-10 12:26:14| 97   3   0   0   0|  53G 7914M  108M 2170M|   0     0 | 33   0  20|30.3 29.7 28.7|gnark-cli     49|gnark-cli    21508
17-10 12:26:15| 98   3   0   0   0|  53G 7902M  108M 2170M|   0     0 | 33   0  10|30.3 29.7 28.7|gnark-cli     51|gnark-cli    21508
17-10 12:26:16| 98   2   0   0   0|  53G 7907M  108M 2170M|   0    20k| 34   0   0|30.3 29.7 28.7|gnark-cli     52|gnark-cli    21508
17-10 12:26:17| 98   2   0   0   0|  53G 7921M  108M 2170M|   0     0 | 34   0   0|30.5 29.7 28.7|gnark-cli     50|gnark-cli    21508
17-10 12:26:18| 94   6   0   0   0|  53G 7915M  108M 2170M|   0     0 | 33   0   0|30.5 29.7 28.7|gnark-cli     50|gnark-cli    21508
17-10 12:26:19| 85  15   0   0   0|  53G 7929M  108M 2170M|   0    84k| 33   0   0|30.5 29.7 28.7|gnark-cli     54|gnark-cli    21508
17-10 12:26:20| 83  16   0   0   0|  53G 7930M  108M 2170M|   0     0 | 33   0   0|30.5 29.7 28.7|gnark-cli     54|gnark-cli    21508
17-10 12:26:21| 84  16   0   0   0|  53G 7896M  108M 2170M|   0     0 | 33   0   0|30.5 29.7 28.7|gnark-cli     50|gnark-cli    21508
17-10 12:26:22| 84  16   0   0   0|  53G 7937M  108M 2170M|   0     0 | 33   0 2.0|30.7 29.8 28.8|gnark-cli     52|gnark-cli    21508
17-10 12:26:23| 86  14   0   0   0|  53G 7911M  108M 2170M|   0     0 | 33   0   0|30.7 29.8 28.8|gnark-cli     53|gnark-cli    21508
17-10 12:26:24| 88  11   1   0   0|  52G 8458M  108M 2170M|   0     0 | 18   0   0|30.7 29.8 28.8|gnark-cli     54|gnark-cli    21093
17-10 12:26:25| 86  13   1   0   0|  52G 9224M  108M 2170M|   0    64k| 19   0   0|30.7 29.8 28.8|gnark-cli     85|gnark-cli    21093
17-10 12:26:26| 90  10   0   0   0|  52G 9271M  108M 2170M|   0     0 | 20   0   0|30.7 29.8 28.8|gnark-cli     86|gnark-cli    21093
17-10 12:26:27| 94   6   1   0   0|  51G 9301M  108M 2170M|   0     0 | 19   0   0|29.7 29.6 28.7|gnark-cli     85|gnark-cli    21093
17-10 12:26:28| 83  16   1   0   0|  52G 9252M  108M 2170M|   0  4091B| 23   0   0|29.7 29.6 28.7|gnark-cli     69|gnark-cli    21093
17-10 12:26:29| 94   5   1   0   0|  52G 9236M  108M 2170M|   0     0 | 33   0   0|29.7 29.6 28.7|gnark-cli     63|gnark-cli    21093
17-10 12:26:30| 99   1   0   0   0|  52G 9234M  108M 2170M|   0    68k| 34   0   0|29.7 29.6 28.7|gnark-cli     56|gnark-cli    21093
17-10 12:26:31| 98   1   0   0   0|  52G 9234M  108M 2170M|   0  4041B| 33   0   0|29.7 29.6 28.7|gnark-cli     52|gnark-cli    21093
17-10 12:26:32| 99   1   0   0   0|  52G 9237M  108M 2170M|   0     0 | 26   0   0|29.9 29.6 28.7|gnark-cli     52|gnark-cli    21093
17-10 12:26:33| 97   2   2   0   0|  52G 9245M  108M 2170M|   0     0 | 18   0   0|29.9 29.6 28.7|gnark-cli     79|gnark-cli    21093
17-10 12:26:34| 98   2   1   0   0|  52G 9253M  108M 2170M|   0     0 | 18   0   0|29.9 29.6 28.7|gnark-cli     91|gnark-cli    21093
17-10 12:26:35| 90   9   0   0   0|  51G 9280M  108M 2170M|   0    56k| 33   0   0|29.9 29.6 28.7|gnark-cli     62|gnark-cli    21093
17-10 12:26:36| 87  13   0   0   0|  51G 9300M  108M 2170M|   0     0 | 33   0   0|29.9 29.6 28.7|gnark-cli     53|gnark-cli    21093
17-10 12:26:37| 87  13   0   0   0|  51G 9287M  108M 2170M|   0  4082B| 33   0   0|30.1 29.7 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:38| 89  11   0   0   0|  51G 9288M  108M 2170M|   0     0 | 34   0   0|30.1 29.7 28.8|gnark-cli     51|gnark-cli    21093
17-10 12:26:39| 88  12   0   0   0|  51G 9302M  108M 2170M|   0     0 | 29   0   0|30.1 29.7 28.8|gnark-cli     51|gnark-cli    21093
17-10 12:26:40| 88   9   3   0   0|  51G 9277M  108M 2170M|   0     0 | 19   0   0|30.1 29.7 28.8|gnark-cli     74|gnark-cli    21093
17-10 12:26:41| 96   5   0   0   0|  51G 9280M  108M 2170M|   0    44k| 33   0   0|30.1 29.7 28.8|gnark-cli     58|gnark-cli    21093
17-10 12:26:42| 97   3   0   0   0|  51G 9306M  108M 2170M|   0     0 | 33   0   0|30.3 29.7 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:43| 96   3   0   0   0|  51G 9300M  108M 2170M|   0  4079B| 33   0   0|30.3 29.7 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:44| 97   3   0   0   0|  51G 9293M  108M 2170M|   0     0 | 33   0   0|30.3 29.7 28.8|gnark-cli     49|gnark-cli    21093
17-10 12:26:45| 98   2   0   0   0|  51G 9303M  108M 2170M|   0     0 | 33   0   0|30.3 29.7 28.8|gnark-cli     51|gnark-cli    21093
17-10 12:26:46| 96   3   0   0   0|  51G 9295M  108M 2170M|   0    20k| 33   0   0|30.3 29.7 28.8|gnark-cli     49|gnark-cli    21093
17-10 12:26:47| 97   3   0   0   0|  51G 9294M  108M 2170M|   0     0 | 34   0   0|30.5 29.8 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:48| 94   6   0   0   0|  51G 9303M  108M 2170M|   0     0 | 34   0   0|30.5 29.8 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:49| 91   9   0   0   0|  52G 9272M  108M 2170M|   0    84k| 33   0   0|30.5 29.8 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:50| 92   8   0   0   0|  51G 9287M  108M 2170M|   0     0 | 33   0   0|30.5 29.8 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:51| 94   6   0   0   0|  51G 9277M  108M 2170M|   0     0 | 33   0   0|30.5 29.8 28.8|gnark-cli     52|gnark-cli    21093
17-10 12:26:52| 95   4   0   0   0|  51G 9283M  108M 2170M|   0     0 | 34   0   0|30.7 29.8 28.8|gnark-cli     52|gnark-cli    21093
17-10 12:26:53| 97   3   0   0   0|  51G 9294M  108M 2170M|   0     0 | 33   0   0|30.7 29.8 28.8|gnark-cli     52|gnark-cli    21093
17-10 12:26:54| 97   3   0   0   0|  51G 9300M  108M 2170M|   0    56k| 33   0   0|30.7 29.8 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:55| 97   3   0   0   0|  52G 9273M  108M 2170M|   0  8205B| 33   0   0|30.7 29.8 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:56| 97   2   0   0   0|  51G 9289M  108M 2170M|   0     0 | 33   0   0|30.7 29.8 28.8|gnark-cli     49|gnark-cli    21093
17-10 12:26:57| 97   3   0   0   0|  51G 9299M  108M 2170M|   0     0 | 33   0   0|30.8 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:26:58| 98   3   0   0   0|  51G 9294M  108M 2170M|   0     0 | 33   0 2.0|30.8 29.9 28.8|gnark-cli     52|gnark-cli    21093
17-10 12:26:59| 97   3   0   0   0|  51G 9292M  108M 2170M|   0    32k| 33   0   0|30.8 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:27:00| 97   3   0   0   0|  51G 9307M  108M 2170M|   0    48k| 33   0   0|30.8 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:27:01| 97   3   0   0   0|  51G 9303M  108M 2170M|   0  4110B| 33   0   0|30.8 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:27:02| 97   2   0   0   0|  51G 9300M  108M 2170M|   0  4081B| 33   0   0|30.9 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:27:03| 97   3   0   0   0|  51G 9290M  108M 2170M|   0     0 | 34   0   0|30.9 29.9 28.8|gnark-cli     51|gnark-cli    21093
17-10 12:27:04| 97   3   0   0   0|  51G 9289M  108M 2170M|   0    32k| 34   0   0|30.9 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:27:05| 98   3   0   0   0|  51G 9285M  108M 2170M|   0     0 | 33   0   0|30.9 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:27:06| 97   3   0   0   0|  51G 9306M  108M 2170M|   0  8211B| 33   0   0|30.9 29.9 28.8|gnark-cli     50|gnark-cli    21093
17-10 12:27:07| 97   3   0   0   0|  51G 9310M  108M 2170M|   0  4096B| 33   0   0|31.0 30.0 28.9|gnark-cli     49|gnark-cli    21093
17-10 12:27:08| 96   4   0   0   0|  51G 9316M  108M 2170M|   0     0 | 33   0   0|31.0 30.0 28.9|gnark-cli     51|gnark-cli    21093
17-10 12:27:09| 96   3   0   0   0|  51G 9300M  108M 2170M|   0    44k| 33   0   0|31.0 30.0 28.9|gnark-cli     52|gnark-cli    21093
17-10 12:27:10| 98   3   0   0   0|  51G 9301M  108M 2170M|   0    52k| 34   0   0|31.0 30.0 28.9|gnark-cli     51|gnark-cli    21093
17-10 12:27:11| 96   3   0   0   0|  51G 9323M  108M 2170M|   0     0 | 33   0   0|31.0 30.0 28.9|gnark-cli     50|gnark-cli    21093
17-10 12:27:12| 97   3   0   0   0|  51G 9327M  108M 2170M|   0     0 | 33   0   0|31.1 30.0 28.9|gnark-cli     51|gnark-cli    21093
17-10 12:27:13| 96   3   0   0   0|  51G 9428M  108M 2170M|   0  4087B| 33   0   0|31.1 30.0 28.9|gnark-cli     51|gnark-cli    20968
17-10 12:27:14| 95   5   0   0   0|  51G 9578M  108M 2170M|   0     0 | 34   0  20|31.1 30.0 28.9|gnark-cli     50|gnark-cli    20816
17-10 12:27:15| 94   6   0   0   0|  51G 9725M  108M 2170M|   0    48k| 34   0  10|31.1 30.0 28.9|gnark-cli     50|gnark-cli    20688
17-10 12:27:16| 93   7   0   0   0|  51G 9844M  108M 2170M|   0     0 | 33   0   0|31.1 30.0 28.9|gnark-cli     51|gnark-cli    20544
17-10 12:27:17| 92   8   0   0   0|  51G 9997M  108M 2170M|   0     0 | 33   0   0|31.3 30.0 28.9|gnark-cli     50|gnark-cli    20400
17-10 12:27:18| 91   9   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.3 30.0 28.9|gnark-cli     50|gnark-cli    20281
17-10 12:27:19| 81  16   3   0   0|  51G   10G  108M 2170M|   0    84k| 24   0   0|31.3 30.0 28.9|gnark-cli     55|gnark-cli    20174
17-10 12:27:20| 74  25   1   0   0|  50G   10G  108M 2170M|   0  4097B| 25   0   0|31.3 30.0 28.9|gnark-cli     63|gnark-cli    20106
17-10 12:27:21| 75  24   1   0   0|  50G   10G  108M 2170M|   0     0 | 24   0   0|31.3 30.0 28.9|gnark-cli     59|gnark-cli    20106
17-10 12:27:22| 81  17   2   0   0|  50G   10G  108M 2170M|   0     0 | 22   0 2.0|30.6 29.9 28.9|gnark-cli     62|gnark-cli    20106
17-10 12:27:23| 78  15   7   0   0|  50G   10G  108M 2170M|   0     0 | 10   0   0|30.6 29.9 28.9|gnark-cli     81|gnark-cli    20106
17-10 12:27:24| 52   5  42   0   0|  50G   10G  108M 2170M|   0    56k| 33   0   0|30.6 29.9 28.9|gnark-cli     42|gnark-cli    20106
17-10 12:27:25| 97   3   1   0   0|  50G   10G  108M 2170M|   0  8220B| 29   0   0|30.6 29.9 28.9|gnark-cli     65|gnark-cli    20106
17-10 12:27:26| 96   3   1   0   0|  50G   10G  108M 2170M|   0     0 | 33   0   0|30.6 29.9 28.9|gnark-cli     61|gnark-cli    20106
17-10 12:27:27| 94   4   3   0   0|  50G   10G  108M 2170M|   0  4121B| 20   0   0|30.7 30.0 28.9|gnark-cli     81|gnark-cli    20106
17-10 12:27:28| 95   4   0   0   0|  50G   10G  108M 2170M|   0     0 | 19   0   0|30.7 30.0 28.9|gnark-cli     93|gnark-cli    20106
17-10 12:27:29| 93   7   0   0   0|  50G   10G  108M 2170M|   0     0 | 19   0   0|30.7 30.0 28.9|gnark-cli     91|gnark-cli    20106
17-10 12:27:30| 96   4   0   0   0|  50G   10G  108M 2170M|   0    32k| 34   0   0|30.7 30.0 28.9|gnark-cli     61|gnark-cli    20106
17-10 12:27:31| 97   3   0   0   0|  50G   10G  108M 2170M|   0  4102B| 34   0   0|30.7 30.0 28.9|gnark-cli     53|gnark-cli    20110
17-10 12:27:32| 97   3   0   0   0|  50G   10G  108M 2170M|   0     0 | 33   0   0|30.8 30.0 28.9|gnark-cli     54|gnark-cli    20110
17-10 12:27:33| 98   2   0   0   0|  50G   10G  108M 2170M|   0     0 | 33   0   0|30.8 30.0 28.9|gnark-cli     51|gnark-cli    20110
17-10 12:27:34| 98   2   0   0   0|  50G   10G  108M 2170M|   0     0 | 32   0   0|30.8 30.0 28.9|gnark-cli     53|gnark-cli    20110
17-10 12:27:35| 95   2   3   0   0|  50G   10G  108M 2170M|   0    20k| 19   0   0|30.8 30.0 28.9|gnark-cli     55|gnark-cli    20110
17-10 12:27:36| 96   4   0   0   0|  50G   10G  108M 2170M|   0     0 | 34   0   0|30.8 30.0 28.9|gnark-cli     59|gnark-cli    20110
17-10 12:27:37| 96   3   0   0   0|  50G   10G  108M 2170M|   0    12k| 33   0   0|30.9 30.0 28.9|gnark-cli     54|gnark-cli    20110
17-10 12:27:38| 97   3   0   0   0|  50G   10G  108M 2170M|   0     0 | 33   0   0|30.9 30.0 28.9|gnark-cli     51|gnark-cli    20110
17-10 12:27:39| 96   3   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|30.9 30.0 28.9|gnark-cli     50|gnark-cli    20188
17-10 12:27:40| 98   2   0   0   0|  51G   10G  108M 2170M|   0    32k| 35   0   0|30.9 30.0 28.9|gnark-cli     50|gnark-cli    20277
17-10 12:27:41| 97   3   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|30.9 30.0 28.9|gnark-cli     51|gnark-cli    20304
17-10 12:27:42| 97   3   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.0 30.1 28.9|gnark-cli     50|gnark-cli    20304
17-10 12:27:43| 97   3   0   0   0|  51G   10G  108M 2170M|   0  4091B| 34   0   0|31.0 30.1 28.9|gnark-cli     50|gnark-cli    20304
17-10 12:27:44| 98   2   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.0 30.1 28.9|gnark-cli     50|gnark-cli    20304
17-10 12:27:45| 99   1   0   0   0|  51G   10G  108M 2170M|   0    24k| 33   0   0|31.0 30.1 28.9|gnark-cli     51|gnark-cli    20304
17-10 12:27:46| 99   1   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.0 30.1 28.9|gnark-cli     58|gnark-cli    20304
17-10 12:27:47| 98   2   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.2 30.1 29.0|gnark-cli     59|gnark-cli    20304
17-10 12:27:48| 95   4   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.2 30.1 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:27:49| 98   2   0   0   0|  51G   10G  108M 2170M|   0    84k| 33   0   0|31.2 30.1 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:27:50| 98   2   0   0   0|  51G   10G  108M 2170M|   0     0 | 34   0   0|31.2 30.1 29.0|gnark-cli     51|gnark-cli    20280
17-10 12:27:51| 99   1   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.2 30.1 29.0|gnark-cli     51|gnark-cli    20280
17-10 12:27:52| 99   1   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.2 30.1 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:27:53| 98   2   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.2 30.1 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:27:54| 99   1   0   0   0|  51G   10G  108M 2170M|   0     0 | 34   0   0|31.2 30.1 29.0|gnark-cli     52|gnark-cli    20280
17-10 12:27:55| 97   2   0   0   0|  51G   10G  108M 2170M|   0    64k| 34   0   0|31.2 30.1 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:27:56| 92   8   0   0   0|  51G   10G  108M 2170M|   0    44k| 34   0   0|31.2 30.1 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:27:57| 96   3   0   0   0|  51G   10G  108M 2170M|   0     0 | 34   0   0|31.3 30.2 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:27:58| 99   1   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0 2.0|31.3 30.2 29.0|gnark-cli     54|gnark-cli    20280
17-10 12:27:59| 98   2   0   0   0|  51G   10G  108M 2170M|   0     0 | 34   0   0|31.3 30.2 29.0|gnark-cli     55|gnark-cli    20280
17-10 12:28:00| 98   2   0   0   0|  51G   10G  108M 2170M|   0    36k| 33   0   0|31.3 30.2 29.0|gnark-cli     54|gnark-cli    20280
17-10 12:28:01| 99   2   0   0   0|  51G   10G  108M 2170M|   0  4107B| 33   0   0|31.3 30.2 29.0|gnark-cli     51|gnark-cli    20280
17-10 12:28:02| 96   3   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.4 30.2 29.0|gnark-cli     51|gnark-cli    20280
17-10 12:28:03| 98   2   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.4 30.2 29.0|gnark-cli     54|gnark-cli    20280
17-10 12:28:04| 99   1   0   0   0|  51G   10G  108M 2170M|   0  4105B| 33   0   0|31.4 30.2 29.0|gnark-cli     53|gnark-cli    20280
17-10 12:28:05| 99   1   0   0   0|  51G   10G  108M 2170M|   0    28k| 34   0   0|31.4 30.2 29.0|gnark-cli     53|gnark-cli    20280
17-10 12:28:06| 99   1   0   0   0|  51G   10G  108M 2170M|   0     0 | 33   0   0|31.4 30.2 29.0|gnark-cli     52|gnark-cli    20280
17-10 12:28:07| 95   5   0   0   0|  51G   10G  108M 2170M|   0  4108B| 33   0   0|31.4 30.2 29.0|gnark-cli     52|gnark-cli    20280
17-10 12:28:08| 84  15   0   0   0|  51G   10G  108M 2170M|   0  8166B| 33   0   0|31.4 30.2 29.0|gnark-cli     50|gnark-cli    20280
17-10 12:28:09| 74  24   3   0   0|  49G   11G  108M 2170M|   0    56k| 18   0   0|31.4 30.2 29.0|gnark-cli     78|gnark-cli    20280
17-10 12:28:10| 90   9   0   0   0|  45G   16G  108M 2170M|   0    67k| 19   0   0|31.4 30.2 29.0|gnark-cli     93|gnark-cli    20280
17-10 12:28:11| 93   7   0   0   0|  40G   21G  108M 2170M|   0     0 | 18   0   0|31.4 30.2 29.0|gnark-cli     93|gnark-cli    20280
17-10 12:28:12| 93   7   0   0   0|  34G   27G  108M 2170M|   0     0 | 19   0   0|30.2 30.0 29.0|gnark-cli     92|gnark-cli    20280
17-10 12:28:13| 92   7   0   0   0|  31G   30G  108M 2170M|  12k  712k| 20   0  26|30.2 30.0 29.0|gnark-cli     91|gnark-cli    20280
17-10 12:28:14| 90   8   1   0   0|  31G   30G  108M 2170M| 200k 2499k| 24   0 169|30.2 30.0 29.0|gnark-cli     85|gnark-cli    20280
17-10 12:28:15| 96   5   1   0   0|  31G   30G  108M 2170M|4145B 1372k| 18   0  17|30.2 30.0 29.0|gnark-cli     91|gnark-cli    20280
17-10 12:28:16| 94   5   1   0   0|  30G   30G  108M 2170M|   0     0 | 18   0   0|30.2 30.0 29.0|gnark-cli     92|gnark-cli    20280
17-10 12:28:17| 95   4   1   0   0|  30G   30G  108M 2170M|   0     0 | 19   0   0|29.2 29.8 28.9|gnark-cli     92|gnark-cli    20280
17-10 12:28:18| 96   4   1   0   0|  30G   31G  108M 2170M|   0     0 | 18   0   0|29.2 29.8 28.9|gnark-cli     92|gnark-cli    20280
17-10 12:28:19| 91   6   0   0   0|  27G   34G  108M 2170M|   0   576k| 18   0   0|29.2 29.8 28.9|gnark-cli     93|gnark-cli    20280
17-10 12:28:20|100   4   0   0   0|  27G   34G  108M 2170M|   0   141k| 18   0  24|29.2 29.8 28.9|gnark-cli     92|gnark-cli    20280
17-10 12:28:21| 96   3   0   0   0|  27G   34G  108M 2170M|   0   449k| 18   0 9.9|29.2 29.8 28.9|gnark-cli     91|gnark-cli    20280
17-10 12:28:22| 97   4   0   0   0|  27G   34G  108M 2170M|   0  8235B| 18   0  31|28.3 29.6 28.8|gnark-cli     93|gnark-cli    20280
17-10 12:28:23| 71  26   3   0   0|  27G   34G  108M 2170M|   0     0 | 18   0   0|28.3 29.6 28.8|gnark-cli     90|gnark-cli    20280
17-10 12:28:24| 80  17   2   0   0|  27G   34G  108M 2170M|   0  8179B| 18   0  24|28.3 29.6 28.8|gnark-cli     90|gnark-cli    20280
17-10 12:28:25| 86  12   2   0   0|  27G   34G  108M 2170M|   0     0 | 18   0   0|28.3 29.6 28.8|gnark-cli     91|gnark-cli    20280
17-10 12:28:26| 83  14   3   0   0|  27G   34G  108M 2170M|   0   156k| 18   0  34|28.3 29.6 28.8|gnark-cli     89|gnark-cli    20280
17-10 12:28:27| 86  12   2   0   0|  27G   34G  108M 2170M|   0  4095B| 18   0 5.0|27.5 29.4 28.8|gnark-cli     90|gnark-cli    20280
17-10 12:28:28| 88  10   2   0   0|  27G   34G  108M 2170M|   0  4094B| 18   0 1.0|27.5 29.4 28.8|gnark-cli     91|gnark-cli    20280
17-10 12:28:29| 94   6   0   0   0|  27G   34G  108M 2170M|   0  4119B| 18   0  20|27.5 29.4 28.8|gnark-cli     92|gnark-cli    20280
17-10 12:28:30| 95   4   0   0   0|  27G   34G  108M 2170M|   0     0 | 18   0   0|27.5 29.4 28.8|gnark-cli     93|gnark-cli    20280
17-10 12:28:31| 93   7   1   0   0|  27G   34G  108M 2170M|   0    48k| 18   0  11|27.5 29.4 28.8|gnark-cli     93|gnark-cli    20280
17-10 12:28:32| 96   4   0   0   0|  27G   34G  108M 2170M|   0    80k| 18   0 5.0|26.7 29.2 28.7|gnark-cli     92|gnark-cli    20280
17-10 12:28:33| 96   4   0   0   0|  27G   34G  108M 2170M|   0     0 | 18   0   0|26.7 29.2 28.7|gnark-cli     93|gnark-cli    20280
17-10 12:28:34| 92   7   0   0   0|  27G   34G  108M 2170M|   0     0 | 18   0  16|26.7 29.2 28.7|gnark-cli     79|gnark-cli    20280
17-10 12:28:35| 91   9   0   0   0|  27G   34G  108M 2170M|   0     0 | 18   0   0|26.7 29.2 28.7|gnark-cli     93|gnark-cli    20280
17-10 12:28:36| 93   7   0   0   0|  27G   34G  108M 2170M|   0     0 | 18   0   0|26.7 29.2 28.7|gnark-cli     93|gnark-cli    20280
